Call number,Customer ID,Duration,Representative,Date of Call,Purchase,Rating,Month,Customer ID.1,Gender,Age,City
Call_7838,C0013,104.0,R03,2023-06-23,136.0,5,June,C0013,Female,37.0,Cleveland
Call_7839,C0005,123.0,R05,2023-06-24,44.0,5,June,C0005,Male,37.0,Columbus
Call_7840,C0009,100.0,R04,2023-06-24,69.0,3,June,C0009,Female,25.0,Columbus
Call_7841,C0013,35.0,R01,2023-06-25,86.0,5,June,C0013,Female,37.0,Cleveland
Call_7842,C0007,123.0,R03,2023-06-25,68.0,4,June,C0007,Female,22.0,Cleveland
Call_7843,C0002,133.0,R01,2023-06-26,21.0,4,June,C0002,Male,31.0,Cleveland
Call_7844,C0005,126.0,R02,2023-06-26,190.0,2,June,C0005,Male,37.0,Columbus
Call_7845,C0007,39.0,R05,2023-06-26,176.0,4,June,C0007,Female,22.0,Cleveland
Call_7846,C0015,31.0,R03,2023-06-26,172.0,4,June,C0015,Female,43.0,Cleveland
Call_7847,C0011,25.0,R01,2023-06-26,84.0,4,June,C0011,Female,30.0,Cincinnati
Call_7848,C0004,132.0,R04,2023-06-27,42.0,5,June,C0004,Male,36.0,Cincinnati
Call_7849,C0013,63.0,R02,2023-06-27,70.0,2,June,C0013,Female,37.0,Cleveland
Call_7850,C0009,135.0,R04,2023-06-27,60.0,4,June,C0009,Female,25.0,Columbus
Call_7851,C0010,101.0,R02,2023-06-27,84.0,4,June,C0010,Female,30.0,Cleveland
Call_7852,C0002,80.0,R05,2023-06-28,68.0,3,June,C0002,Male,31.0,Cleveland
Call_7853,C0001,28.0,R05,2023-06-28,44.0,3,June,C0001,Male,41.0,Columbus
Call_7854,C0010,102.0,R04,2023-06-29,99.0,3,June,C0010,Female,30.0,Cleveland
Call_7855,C0013,60.0,R04,2023-06-30,66.0,3,June,C0013,Female,37.0,Cleveland
Call_7856,C0014,103.0,R04,2023-06-30,102.0,4,June,C0014,Female,38.0,Columbus
Call_7857,C0002,90.0,R05,2023-07-01,129.0,4,July,C0002,Male,31.0,Cleveland
Call_7858,C0012,88.0,R04,2023-07-01,80.0,4,July,C0012,Female,28.0,Cincinnati
Call_7859,C0014,37.0,R04,2023-07-01,54.0,2,July,C0014,Female,38.0,Columbus
Call_7860,C0001,142.0,R05,2023-07-01,116.0,4,July,C0001,Male,41.0,Columbus
Call_7861,C0001,153.0,R01,2023-07-01,102.0,3,July,C0001,Male,41.0,Columbus
Call_7862,C0006,128.0,R02,2023-07-01,140.0,4,July,C0006,Male,23.0,Columbus
Call_7863,C0013,110.0,R02,2023-07-02,104.0,4,July,C0013,Female,37.0,Cleveland
Call_7864,C0006,139.0,R04,2023-07-02,81.0,4,July,C0006,Male,23.0,Columbus
Call_7865,C0010,109.0,R03,2023-07-04,140.0,2,July,C0010,Female,30.0,Cleveland
Call_7866,C0004,57.0,R05,2023-07-05,120.0,4,July,C0004,Male,36.0,Cincinnati
Call_7867,C0010,68.0,R04,2023-07-05,41.0,3,July,C0010,Female,30.0,Cleveland
Call_7868,C0011,128.0,R04,2023-07-05,116.0,2,July,C0011,Female,30.0,Cincinnati
Call_7869,C0003,102.0,R05,2023-07-06,70.0,3,July,C0003,Male,26.0,Cincinnati
Call_7870,C0006,52.0,R01,2023-07-06,42.0,4,July,C0006,Male,23.0,Columbus
Call_7871,C0011,55.0,R02,2023-07-07,112.0,4,July,C0011,Female,30.0,Cincinnati
Call_7872,C0014,107.0,R04,2023-07-07,20.0,4,July,C0014,Female,38.0,Columbus
Call_7873,C0002,88.0,R01,2023-07-08,110.0,5,July,C0002,Male,31.0,Cleveland
Call_7874,C0007,49.0,R01,2023-07-08,39.0,5,July,C0007,Female,22.0,Cleveland
Call_7875,C0002,72.0,R05,2023-07-08,76.0,4,July,C0002,Male,31.0,Cleveland
Call_7876,C0004,50.0,R05,2023-07-08,40.0,5,July,C0004,Male,36.0,Cincinnati
Call_7877,C0002,52.0,R04,2023-07-08,42.0,5,July,C0002,Male,31.0,Cleveland
Call_7878,C0005,85.0,R03,2023-07-09,215.0,4,July,C0005,Male,37.0,Columbus
Call_7879,C0009,98.0,R03,2023-07-10,130.0,3,July,C0009,Female,25.0,Columbus
Call_7880,C0015,52.0,R03,2023-07-10,190.0,3,July,C0015,Female,43.0,Cleveland
Call_7881,C0011,154.0,R01,2023-07-10,164.0,5,July,C0011,Female,30.0,Cincinnati
Call_7882,C0008,131.0,R02,2023-07-11,76.0,4,July,C0008,Female,42.0,Cleveland
Call_7883,C0005,73.0,R02,2023-07-12,87.0,5,July,C0005,Male,37.0,Columbus
Call_7884,C0013,45.0,R03,2023-07-12,84.0,5,July,C0013,Female,37.0,Cleveland
Call_7885,C0006,114.0,R04,2023-07-12,114.0,4,July,C0006,Male,23.0,Columbus
Call_7886,C0009,69.0,R02,2023-07-13,56.0,4,July,C0009,Female,25.0,Columbus
Call_7887,C0008,33.0,R01,2023-07-13,27.0,4,July,C0008,Female,42.0,Cleveland
Call_7888,C0004,31.0,R05,2023-07-14,84.0,5,July,C0004,Male,36.0,Cincinnati
Call_7889,C0013,168.0,R01,2023-07-14,72.0,4,July,C0013,Female,37.0,Cleveland
Call_7890,C0005,111.0,R04,2023-07-15,126.0,4,July,C0005,Male,37.0,Columbus
Call_7891,C0004,80.0,R01,2023-07-16,88.0,5,July,C0004,Male,36.0,Cincinnati
Call_7892,C0003,37.0,R01,2023-07-16,124.0,5,July,C0003,Male,26.0,Cincinnati
Call_7893,C0001,137.0,R01,2023-07-17,84.0,3,July,C0001,Male,41.0,Columbus
Call_7894,C0009,123.0,R04,2023-07-17,80.0,3,July,C0009,Female,25.0,Columbus
Call_7895,C0012,105.0,R04,2023-07-18,176.0,5,July,C0012,Female,28.0,Cincinnati
Call_7896,C0003,76.0,R03,2023-07-19,84.0,4,July,C0003,Male,26.0,Cincinnati
Call_7897,C0004,144.0,R03,2023-07-19,164.0,3,July,C0004,Male,36.0,Cincinnati
Call_7898,C0008,109.0,R05,2023-07-19,132.0,3,July,C0008,Female,42.0,Cleveland
Call_7899,C0009,172.0,R01,2023-07-20,27.0,4,July,C0009,Female,25.0,Columbus
Call_7900,C0004,56.0,R04,2023-07-20,27.0,4,July,C0004,Male,36.0,Cincinnati
Call_7901,C0004,121.0,R02,2023-07-20,20.0,3,July,C0004,Male,36.0,Cincinnati
Call_7902,C0009,41.0,R04,2023-07-21,112.0,2,July,C0009,Female,25.0,Columbus
Call_7903,C0014,60.0,R01,2023-07-21,60.0,2,July,C0014,Female,38.0,Columbus
Call_7904,C0014,144.0,R01,2023-07-22,102.0,3,July,C0014,Female,38.0,Columbus
Call_7905,C0011,67.0,R01,2023-07-22,38.0,4,July,C0011,Female,30.0,Cincinnati
Call_7906,C0009,162.0,R05,2023-07-22,82.0,5,July,C0009,Female,25.0,Columbus
Call_7907,C0014,87.0,R02,2023-07-25,125.0,4,July,C0014,Female,38.0,Columbus
Call_7908,C0015,10.0,R03,2023-07-26,72.0,4,July,C0015,Female,43.0,Cleveland
Call_7909,C0004,138.0,R03,2023-07-26,195.0,4,July,C0004,Male,36.0,Cincinnati
Call_7910,C0009,31.0,R03,2023-07-27,160.0,3,July,C0009,Female,25.0,Columbus
Call_7911,C0012,75.0,R05,2023-07-27,78.0,3,July,C0012,Female,28.0,Cincinnati
Call_7912,C0003,65.0,R05,2023-07-28,70.0,4,July,C0003,Male,26.0,Cincinnati
Call_7913,C0005,106.0,R04,2023-07-28,105.0,4,July,C0005,Male,37.0,Columbus
Call_7914,C0003,107.0,R04,2023-07-29,78.0,3,July,C0003,Male,26.0,Cincinnati
Call_7915,C0001,78.0,R04,2023-07-31,205.0,4,July,C0001,Male,41.0,Columbus
Call_7916,C0002,122.0,R04,2023-07-31,78.0,3,July,C0002,Male,31.0,Cleveland
Call_7917,C0004,58.0,R03,2023-07-31,38.0,4,July,C0004,Male,36.0,Cincinnati
Call_7918,C0001,33.0,R01,2023-07-31,92.0,2,July,C0001,Male,41.0,Columbus
Call_7919,C0008,164.0,R05,2023-07-31,36.0,5,July,C0008,Female,42.0,Cleveland
Call_7920,C0012,163.0,R02,2023-07-31,76.0,4,July,C0012,Female,28.0,Cincinnati
Call_7921,C0007,71.0,R05,2023-08-02,170.0,4,August,C0007,Female,22.0,Cleveland
Call_7922,C0001,103.0,R03,2023-08-03,117.0,5,August,C0001,Male,41.0,Columbus
Call_7923,C0006,69.0,R02,2023-08-03,20.0,4,August,C0006,Male,23.0,Columbus
Call_7924,C0012,111.0,R03,2023-08-03,99.0,4,August,C0012,Female,28.0,Cincinnati
Call_7925,C0010,97.0,R02,2023-08-04,105.0,3,August,C0010,Female,30.0,Cleveland
Call_7926,C0013,144.0,R04,2023-08-04,195.0,3,August,C0013,Female,37.0,Cleveland
Call_7927,C0005,56.0,R02,2023-08-05,152.0,5,August,C0005,Male,37.0,Columbus
Call_7928,C0013,132.0,R04,2023-08-06,195.0,5,August,C0013,Female,37.0,Cleveland
Call_7929,C0007,72.0,R01,2023-08-06,70.0,4,August,C0007,Female,22.0,Cleveland
Call_7930,C0012,18.0,R01,2023-08-06,22.0,4,August,C0012,Female,28.0,Cincinnati
Call_7931,C0011,115.0,R03,2023-08-07,40.0,3,August,C0011,Female,30.0,Cincinnati
Call_7932,C0011,124.0,R02,2023-08-08,54.0,4,August,C0011,Female,30.0,Cincinnati
Call_7933,C0004,130.0,R02,2023-08-08,60.0,2,August,C0004,Male,36.0,Cincinnati
Call_7934,C0015,120.0,R05,2023-08-10,58.0,5,August,C0015,Female,43.0,Cleveland
Call_7935,C0010,75.0,R03,2023-08-10,220.0,5,August,C0010,Female,30.0,Cleveland
Call_7936,C0003,63.0,R03,2023-08-10,27.0,4,August,C0003,Male,26.0,Cincinnati
Call_7937,C0013,74.0,R03,2023-08-12,26.0,4,August,C0013,Female,37.0,Cleveland
Call_7938,C0006,134.0,R04,2023-08-13,160.0,5,August,C0006,Male,23.0,Columbus
Call_7939,C0012,103.0,R02,2023-08-13,200.0,5,August,C0012,Female,28.0,Cincinnati
Call_7940,C0012,155.0,R05,2023-08-16,135.0,5,August,C0012,Female,28.0,Cincinnati
Call_7941,C0003,128.0,R02,2023-08-17,22.0,2,August,C0003,Male,26.0,Cincinnati
Call_7942,C0010,89.0,R04,2023-08-18,164.0,4,August,C0010,Female,30.0,Cleveland
Call_7943,C0011,81.0,R05,2023-08-18,21.0,5,August,C0011,Female,30.0,Cincinnati
Call_7944,C0010,66.0,R04,2023-08-19,120.0,4,August,C0010,Female,30.0,Cleveland
Call_7945,C0007,61.0,R01,2023-08-19,93.0,3,August,C0007,Female,22.0,Cleveland
Call_7946,C0011,128.0,R01,2023-08-19,135.0,2,August,C0011,Female,30.0,Cincinnati
Call_7947,C0012,30.0,R05,2023-08-19,210.0,4,August,C0012,Female,28.0,Cincinnati
Call_7948,C0008,63.0,R01,2023-08-20,29.0,5,August,C0008,Female,42.0,Cleveland
Call_7949,C0002,64.0,R03,2023-08-20,111.0,4,August,C0002,Male,31.0,Cleveland
Call_7950,C0014,151.0,R02,2023-08-21,63.0,4,August,C0014,Female,38.0,Columbus
Call_7951,C0001,116.0,R04,2023-08-21,44.0,4,August,C0001,Male,41.0,Columbus
Call_7952,C0014,111.0,R04,2023-08-23,120.0,2,August,C0014,Female,38.0,Columbus
Call_7953,C0011,15.0,R04,2023-08-23,120.0,4,August,C0011,Female,30.0,Cincinnati
Call_7954,C0002,18.0,R02,2023-08-24,40.0,4,August,C0002,Male,31.0,Cleveland
Call_7955,C0007,146.0,R01,2023-08-24,160.0,4,August,C0007,Female,22.0,Cleveland
Call_7956,C0012,73.0,R04,2023-08-25,44.0,4,August,C0012,Female,28.0,Cincinnati
Call_7957,C0014,108.0,R02,2023-08-25,80.0,4,August,C0014,Female,38.0,Columbus
Call_7958,C0006,52.0,R02,2023-08-26,66.0,4,August,C0006,Male,23.0,Columbus
Call_7959,C0001,165.0,R03,2023-08-26,82.0,3,August,C0001,Male,41.0,Columbus
Call_7960,C0007,104.0,R04,2023-08-26,66.0,5,August,C0007,Female,22.0,Cleveland
Call_7961,C0012,131.0,R01,2023-08-26,92.0,5,August,C0012,Female,28.0,Cincinnati
Call_7962,C0015,80.0,R03,2023-08-27,104.0,5,August,C0015,Female,43.0,Cleveland
Call_7963,C0011,49.0,R04,2023-08-27,105.0,3,August,C0011,Female,30.0,Cincinnati
Call_7964,C0001,73.0,R04,2023-08-27,100.0,3,August,C0001,Male,41.0,Columbus
Call_7965,C0007,117.0,R03,2023-08-27,90.0,4,August,C0007,Female,22.0,Cleveland
Call_7966,C0005,38.0,R05,2023-08-27,110.0,4,August,C0005,Male,37.0,Columbus
Call_7967,C0006,109.0,R03,2023-08-29,68.0,2,August,C0006,Male,23.0,Columbus
Call_7968,C0011,70.0,R02,2023-08-30,210.0,4,August,C0011,Female,30.0,Cincinnati
Call_7969,C0004,51.0,R05,2023-08-30,111.0,4,August,C0004,Male,36.0,Cincinnati
Call_7970,C0004,100.0,R02,2023-08-31,45.0,5,August,C0004,Male,36.0,Cincinnati
Call_7971,C0013,124.0,R05,2023-09-01,132.0,4,September,C0013,Female,37.0,Cleveland
Call_7972,C0003,143.0,R03,2023-09-01,20.0,5,September,C0003,Male,26.0,Cincinnati
Call_7973,C0010,96.0,R04,2023-09-01,36.0,3,September,C0010,Female,30.0,Cleveland
Call_7974,C0001,84.0,R02,2023-09-03,72.0,4,September,C0001,Male,41.0,Columbus
Call_7975,C0009,111.0,R02,2023-09-03,63.0,4,September,C0009,Female,25.0,Columbus
Call_7976,C0009,103.0,R05,2023-09-04,44.0,4,September,C0009,Female,25.0,Columbus
Call_7977,C0003,61.0,R01,2023-09-04,132.0,5,September,C0003,Male,26.0,Cincinnati
Call_7978,C0012,113.0,R04,2023-09-04,46.0,4,September,C0012,Female,28.0,Cincinnati
Call_7979,C0012,96.0,R04,2023-09-04,96.0,3,September,C0012,Female,28.0,Cincinnati
Call_7980,C0002,131.0,R05,2023-09-05,75.0,4,September,C0002,Male,31.0,Cleveland
Call_7981,C0007,52.0,R04,2023-09-06,88.0,4,September,C0007,Female,22.0,Cleveland
Call_7982,C0004,100.0,R05,2023-09-06,24.0,5,September,C0004,Male,36.0,Cincinnati
Call_7983,C0014,58.0,R03,2023-09-06,96.0,3,September,C0014,Female,38.0,Columbus
Call_7984,C0011,144.0,R03,2023-09-07,124.0,2,September,C0011,Female,30.0,Cincinnati
Call_7985,C0014,53.0,R01,2023-09-08,130.0,4,September,C0014,Female,38.0,Columbus
Call_7986,C0012,97.0,R02,2023-09-08,45.0,5,September,C0012,Female,28.0,Cincinnati
Call_7987,C0005,64.0,R03,2023-09-08,66.0,4,September,C0005,Male,37.0,Columbus
Call_7988,C0003,106.0,R05,2023-09-08,58.0,5,September,C0003,Male,26.0,Cincinnati
Call_7989,C0001,36.0,R03,2023-09-09,152.0,4,September,C0001,Male,41.0,Columbus
Call_7990,C0011,74.0,R04,2023-09-09,75.0,3,September,C0011,Female,30.0,Cincinnati
Call_7991,C0006,143.0,R02,2023-09-09,78.0,4,September,C0006,Male,23.0,Columbus
Call_7992,C0003,94.0,R01,2023-09-09,69.0,4,September,C0003,Male,26.0,Cincinnati
Call_7993,C0015,124.0,R05,2023-09-10,46.0,3,September,C0015,Female,43.0,Cleveland
Call_7994,C0001,156.0,R03,2023-09-10,64.0,3,September,C0001,Male,41.0,Columbus
Call_7995,C0010,107.0,R02,2023-09-10,38.0,5,September,C0010,Female,30.0,Cleveland
Call_7996,C0003,58.0,R02,2023-09-12,90.0,4,September,C0003,Male,26.0,Cincinnati
Call_7997,C0013,66.0,R02,2023-09-12,32.0,4,September,C0013,Female,37.0,Cleveland
Call_7998,C0002,75.0,R03,2023-09-12,120.0,4,September,C0002,Male,31.0,Cleveland
Call_7999,C0010,8.0,R02,2023-09-12,31.0,4,September,C0010,Female,30.0,Cleveland
Call_8000,C0005,76.0,R03,2023-09-13,108.0,5,September,C0005,Male,37.0,Columbus
Call_8001,C0003,110.0,R03,2023-09-13,180.0,4,September,C0003,Male,26.0,Cincinnati
Call_8002,C0013,50.0,R01,2023-09-14,124.0,4,September,C0013,Female,37.0,Cleveland
Call_8003,C0007,78.0,R01,2023-09-14,23.0,4,September,C0007,Female,22.0,Cleveland
Call_8004,C0012,59.0,R05,2023-09-15,24.0,5,September,C0012,Female,28.0,Cincinnati
Call_8005,C0007,126.0,R02,2023-09-16,52.0,1,September,C0007,Female,22.0,Cleveland
Call_8006,C0005,43.0,R05,2023-09-17,168.0,4,September,C0005,Male,37.0,Columbus
Call_8007,C0001,79.0,R03,2023-09-19,125.0,5,September,C0001,Male,41.0,Columbus
Call_8008,C0003,71.0,R05,2023-09-20,50.0,4,September,C0003,Male,26.0,Cincinnati
Call_8009,C0009,94.0,R02,2023-09-21,220.0,5,September,C0009,Female,25.0,Columbus
Call_8010,C0010,108.0,R05,2023-09-21,180.0,4,September,C0010,Female,30.0,Cleveland
Call_8011,C0005,76.0,R02,2023-09-21,110.0,4,September,C0005,Male,37.0,Columbus
Call_8012,C0012,136.0,R05,2023-09-21,36.0,3,September,C0012,Female,28.0,Cincinnati
Call_8013,C0004,129.0,R01,2023-09-22,93.0,5,September,C0004,Male,36.0,Cincinnati
Call_8014,C0010,120.0,R05,2023-09-22,38.0,4,September,C0010,Female,30.0,Cleveland
Call_8015,C0005,108.0,R01,2023-09-23,66.0,4,September,C0005,Male,37.0,Columbus
Call_8016,C0007,79.0,R05,2023-09-23,215.0,5,September,C0007,Female,22.0,Cleveland
Call_8017,C0007,45.0,R01,2023-09-23,92.0,4,September,C0007,Female,22.0,Cleveland
Call_8018,C0011,96.0,R05,2023-09-23,80.0,4,September,C0011,Female,30.0,Cincinnati
Call_8019,C0011,81.0,R05,2023-09-24,123.0,5,September,C0011,Female,30.0,Cincinnati
Call_8020,C0012,95.0,R04,2023-09-24,23.0,2,September,C0012,Female,28.0,Cincinnati
Call_8021,C0015,159.0,R02,2023-09-24,63.0,4,September,C0015,Female,43.0,Cleveland
Call_8022,C0008,109.0,R03,2023-09-24,52.0,4,September,C0008,Female,42.0,Cleveland
Call_8023,C0007,107.0,R03,2023-09-24,60.0,4,September,C0007,Female,22.0,Cleveland
Call_8024,C0011,67.0,R01,2023-09-25,87.0,4,September,C0011,Female,30.0,Cincinnati
Call_8025,C0002,96.0,R05,2023-09-26,42.0,4,September,C0002,Male,31.0,Cleveland
Call_8026,C0006,142.0,R02,2023-09-27,37.0,4,September,C0006,Male,23.0,Columbus
Call_8027,C0006,71.0,R04,2023-09-27,135.0,4,September,C0006,Male,23.0,Columbus
Call_8028,C0002,152.0,R04,2023-09-27,88.0,5,September,C0002,Male,31.0,Cleveland
Call_8029,C0001,108.0,R02,2023-09-27,190.0,3,September,C0001,Male,41.0,Columbus
Call_8030,C0001,156.0,R04,2023-09-27,81.0,5,September,C0001,Male,41.0,Columbus
Call_8031,C0006,126.0,R02,2023-09-27,44.0,4,September,C0006,Male,23.0,Columbus
Call_8032,C0005,135.0,R04,2023-09-28,92.0,4,September,C0005,Male,37.0,Columbus
Call_8033,C0006,110.0,R05,2023-09-29,90.0,3,September,C0006,Male,23.0,Columbus
Call_8034,C0015,64.0,R04,2023-09-29,112.0,2,September,C0015,Female,43.0,Cleveland
Call_8035,C0009,127.0,R02,2023-09-29,112.0,5,September,C0009,Female,25.0,Columbus
Call_8036,C0008,124.0,R01,2023-09-29,48.0,4,September,C0008,Female,42.0,Cleveland
Call_8037,C0015,125.0,R02,2023-09-29,116.0,4,September,C0015,Female,43.0,Cleveland
Call_8038,C0004,70.0,R02,2023-09-29,29.0,2,September,C0004,Male,36.0,Cincinnati
Call_8039,C0009,93.0,R04,2023-09-30,170.0,2,September,C0009,Female,25.0,Columbus
Call_8040,C0004,120.0,R03,2023-09-30,68.0,3,September,C0004,Male,36.0,Cincinnati
Call_8041,C0011,96.0,R05,2023-09-30,195.0,3,September,C0011,Female,30.0,Cincinnati
Call_8042,C0014,67.0,R05,2023-09-30,96.0,4,September,C0014,Female,38.0,Columbus
Call_8043,C0015,119.0,R05,2023-09-30,96.0,3,September,C0015,Female,43.0,Cleveland
Call_8044,C0008,61.0,R01,2023-09-30,117.0,4,September,C0008,Female,42.0,Cleveland
Call_8045,C0011,29.0,R04,2023-09-30,80.0,5,September,C0011,Female,30.0,Cincinnati
Call_8046,C0002,134.0,R03,2023-09-30,117.0,4,September,C0002,Male,31.0,Cleveland
Call_8047,C0006,113.0,R05,2023-10-01,40.0,3,October,C0006,Male,23.0,Columbus
Call_8048,C0001,12.0,R03,2023-10-01,117.0,5,October,C0001,Male,41.0,Columbus
Call_8049,C0013,78.0,R04,2023-10-01,135.0,4,October,C0013,Female,37.0,Cleveland
Call_8050,C0015,82.0,R02,2023-10-01,99.0,4,October,C0015,Female,43.0,Cleveland
Call_8051,C0010,149.0,R01,2023-10-01,130.0,3,October,C0010,Female,30.0,Cleveland
Call_8052,C0007,56.0,R03,2023-10-01,96.0,5,October,C0007,Female,22.0,Cleveland
Call_8053,C0011,80.0,R01,2023-10-01,128.0,4,October,C0011,Female,30.0,Cincinnati
Call_8054,C0008,131.0,R05,2023-10-01,69.0,5,October,C0008,Female,42.0,Cleveland
Call_8055,C0008,109.0,R05,2023-10-01,44.0,5,October,C0008,Female,42.0,Cleveland
Call_8056,C0007,142.0,R05,2023-10-01,44.0,5,October,C0007,Female,22.0,Cleveland
Call_8057,C0009,114.0,R03,2023-10-02,135.0,2,October,C0009,Female,25.0,Columbus
Call_8058,C0014,93.0,R01,2023-10-02,45.0,4,October,C0014,Female,38.0,Columbus
Call_8059,C0001,43.0,R01,2023-10-02,87.0,3,October,C0001,Male,41.0,Columbus
Call_8060,C0002,78.0,R04,2023-10-03,84.0,5,October,C0002,Male,31.0,Cleveland
Call_8061,C0009,89.0,R05,2023-10-03,81.0,4,October,C0009,Female,25.0,Columbus
Call_8062,C0007,82.0,R02,2023-10-03,130.0,4,October,C0007,Female,22.0,Cleveland
Call_8063,C0011,86.0,R05,2023-10-04,92.0,2,October,C0011,Female,30.0,Cincinnati
Call_8064,C0012,57.0,R04,2023-10-04,48.0,4,October,C0012,Female,28.0,Cincinnati
Call_8065,C0014,103.0,R03,2023-10-04,160.0,4,October,C0014,Female,38.0,Columbus
Call_8066,C0013,138.0,R04,2023-10-05,155.0,3,October,C0013,Female,37.0,Cleveland
Call_8067,C0010,88.0,R02,2023-10-05,100.0,5,October,C0010,Female,30.0,Cleveland
Call_8068,C0009,118.0,R01,2023-10-05,56.0,4,October,C0009,Female,25.0,Columbus
Call_8069,C0011,4.0,R05,2023-10-05,170.0,4,October,C0011,Female,30.0,Cincinnati
Call_8070,C0001,78.0,R03,2023-10-06,74.0,4,October,C0001,Male,41.0,Columbus
Call_8071,C0006,69.0,R05,2023-10-06,99.0,3,October,C0006,Male,23.0,Columbus
Call_8072,C0007,90.0,R04,2023-10-06,84.0,4,October,C0007,Female,22.0,Cleveland
Call_8073,C0006,134.0,R05,2023-10-06,35.0,3,October,C0006,Male,23.0,Columbus
Call_8074,C0004,65.0,R01,2023-10-06,150.0,5,October,C0004,Male,36.0,Cincinnati
Call_8075,C0005,54.0,R03,2023-10-07,176.0,4,October,C0005,Male,37.0,Columbus
Call_8076,C0005,90.0,R03,2023-10-07,84.0,4,October,C0005,Male,37.0,Columbus
Call_8077,C0007,66.0,R03,2023-10-07,136.0,5,October,C0007,Female,22.0,Cleveland
Call_8078,C0011,150.0,R03,2023-10-08,70.0,4,October,C0011,Female,30.0,Cincinnati
Call_8079,C0002,18.0,R01,2023-10-08,96.0,5,October,C0002,Male,31.0,Cleveland
Call_8080,C0005,87.0,R01,2023-10-08,23.0,4,October,C0005,Male,37.0,Columbus
Call_8081,C0013,94.0,R03,2023-10-09,120.0,3,October,C0013,Female,37.0,Cleveland
Call_8082,C0012,56.0,R03,2023-10-09,205.0,3,October,C0012,Female,28.0,Cincinnati
Call_8083,C0009,41.0,R02,2023-10-10,42.0,4,October,C0009,Female,25.0,Columbus
Call_8084,C0011,119.0,R04,2023-10-10,111.0,4,October,C0011,Female,30.0,Cincinnati
Call_8085,C0014,108.0,R03,2023-10-10,68.0,2,October,C0014,Female,38.0,Columbus
Call_8086,C0001,63.0,R05,2023-10-10,172.0,5,October,C0001,Male,41.0,Columbus
Call_8087,C0015,59.0,R03,2023-10-10,152.0,5,October,C0015,Female,43.0,Cleveland
Call_8088,C0015,90.0,R02,2023-10-10,48.0,5,October,C0015,Female,43.0,Cleveland
Call_8089,C0010,55.0,R02,2023-10-10,25.0,5,October,C0010,Female,30.0,Cleveland
Call_8090,C0014,84.0,R04,2023-10-11,54.0,3,October,C0014,Female,38.0,Columbus
Call_8091,C0014,150.0,R01,2023-10-11,108.0,5,October,C0014,Female,38.0,Columbus
Call_8092,C0008,69.0,R03,2023-10-11,36.0,4,October,C0008,Female,42.0,Cleveland
Call_8093,C0003,120.0,R02,2023-10-12,140.0,5,October,C0003,Male,26.0,Cincinnati
Call_8094,C0005,126.0,R04,2023-10-12,50.0,5,October,C0005,Male,37.0,Columbus
Call_8095,C0008,120.0,R05,2023-10-12,195.0,4,October,C0008,Female,42.0,Cleveland
Call_8096,C0005,139.0,R02,2023-10-13,48.0,5,October,C0005,Male,37.0,Columbus
Call_8097,C0010,124.0,R03,2023-10-14,29.0,5,October,C0010,Female,30.0,Cleveland
Call_8098,C0003,108.0,R05,2023-10-14,44.0,5,October,C0003,Male,26.0,Cincinnati
Call_8099,C0004,132.0,R01,2023-10-14,140.0,4,October,C0004,Male,36.0,Cincinnati
Call_8100,C0001,67.0,R01,2023-10-14,105.0,4,October,C0001,Male,41.0,Columbus
Call_8101,C0007,125.0,R01,2023-10-14,82.0,5,October,C0007,Female,22.0,Cleveland
Call_8102,C0003,23.0,R05,2023-10-14,24.0,3,October,C0003,Male,26.0,Cincinnati
Call_8103,C0011,131.0,R03,2023-10-15,205.0,5,October,C0011,Female,30.0,Cincinnati
Call_8104,C0004,56.0,R02,2023-10-15,225.0,5,October,C0004,Male,36.0,Cincinnati
Call_8105,C0011,70.0,R03,2023-10-15,50.0,3,October,C0011,Female,30.0,Cincinnati
Call_8106,C0011,55.0,R01,2023-10-15,80.0,4,October,C0011,Female,30.0,Cincinnati
Call_8107,C0007,77.0,R02,2023-10-15,78.0,4,October,C0007,Female,22.0,Cleveland
Call_8108,C0014,133.0,R03,2023-10-16,40.0,4,October,C0014,Female,38.0,Columbus
Call_8109,C0007,77.0,R02,2023-10-16,176.0,2,October,C0007,Female,22.0,Cleveland
Call_8110,C0015,103.0,R03,2023-10-16,78.0,3,October,C0015,Female,43.0,Cleveland
Call_8111,C0008,32.0,R02,2023-10-16,42.0,4,October,C0008,Female,42.0,Cleveland
Call_8112,C0014,30.0,R03,2023-10-16,38.0,4,October,C0014,Female,38.0,Columbus
Call_8113,C0005,87.0,R04,2023-10-16,27.0,4,October,C0005,Male,37.0,Columbus
Call_8114,C0007,137.0,R05,2023-10-17,45.0,4,October,C0007,Female,22.0,Cleveland
Call_8115,C0013,96.0,R03,2023-10-17,215.0,4,October,C0013,Female,37.0,Cleveland
Call_8116,C0010,155.0,R03,2023-10-18,72.0,5,October,C0010,Female,30.0,Cleveland
Call_8117,C0014,173.0,R01,2023-10-18,160.0,3,October,C0014,Female,38.0,Columbus
Call_8118,C0010,127.0,R03,2023-10-18,165.0,2,October,C0010,Female,30.0,Cleveland
Call_8119,C0004,117.0,R01,2023-10-18,120.0,3,October,C0004,Male,36.0,Cincinnati
Call_8120,C0003,133.0,R02,2023-10-18,117.0,5,October,C0003,Male,26.0,Cincinnati
Call_8121,C0002,166.0,R04,2023-10-19,29.0,4,October,C0002,Male,31.0,Cleveland
